X,Y
-77.093194344402,34.6772785797242
-77.091062395159,34.6779845231821
-77.0889304459159,34.6786904666401
-77.0867984966728,34.6793964100981
-77.0846665474297,34.6801023535561
-77.0826790825481,34.6811384056202
-77.0807140314977,34.6822256673689
-77.0787489804472,34.6833129291176
-77.0767839293968,34.6844001908663
-77.0748188783464,34.685487452615
-77.0728508300533,34.6865670450331
-77.0706692738213,34.6871003143343
-77.0684877175893,34.6876335836354
-77.0663061613573,34.6881668529366
-77.0641246051253,34.6887001222377
-77.0619430488933,34.6892333915389
-77.0597614926613,34.68976666084
-77.0575799364293,34.6902999301412
-77.0553983801973,34.6908331994424
-77.0532168239653,34.6913664687435
-77.0510352677333,34.6918997380447
-77.0488537115013,34.6924330073458
-77.0466721552693,34.692966276647
-77.0444905990373,34.6934995459481
-77.0423090428053,34.6940328152493
-77.0401274865733,34.6945660845505
-77.0379459303413,34.6950993538516
-77.0357643741093,34.6956326231528
-77.0335828178773,34.6961658924539
-77.0314012616453,34.6966991617551
-77.0292197054133,34.6972324310562
-77.0270381491813,34.6977657003574
-77.0248565929492,34.6982989696586
-77.0226750367172,34.6988322389597
-77.0204934804852,34.6993655082609
-77.0183119242532,34.699898777562
-77.0161303680212,34.7004320468632
-77.0139488117892,34.7009653161643
-77.0117672555572,34.7014985854655
-77.0095856993252,34.7020318547666
-77.0074041430932,34.7025651240678
-77.0052225868612,34.703098393369
-77.0030410306292,34.7036316626701
-77.0008594743972,34.7041649319713
-76.9986779181652,34.7046982012724
-76.9964963619332,34.7052314705736
-76.9943148057012,34.7057647398747
-76.9921332494692,34.7062980091759
-76.9899516932372,34.706831278477
-76.9877701370052,34.7073645477782
-76.9855885807732,34.7078978170794
-76.9834070245412,34.7084310863805
-76.9812254683092,34.7089643556817
-76.9790439120772,34.7094976249828
-76.9768623558452,34.710030894284
-76.9746807996132,34.7105641635851
-76.9724992433812,34.7110974328863
-76.9703176871492,34.7116307021875
-76.9681361309172,34.7121639714886
-76.9659545746852,34.7126972407898
-76.9637730184532,34.7132305100909
-76.9615914622212,34.7137637793921
-76.9594099059892,34.7142970486932
-76.9572283497572,34.7148303179944
-76.9550467935252,34.7153635872955
-76.9528652372932,34.7158968565967
-76.9506836810612,34.7164301258979
-76.9485021248292,34.716963395199
-76.9463205685972,34.7174966645002
-76.9441390123652,34.7180299338013
-76.9419574561332,34.7185632031025
-76.9397758999012,34.7190964724036
-76.9375943436691,34.7196297417048
-76.9354127874371,34.720163011006
-76.9332312312051,34.7206962803071
