WindSpeed,WaveHeight
37.4,0.8
37.4,1.0
30.0,5.6000000000000005
29.400000000000002,5.800000000000001
27.0,6.4
26.0,6.6000000000000005
23.8,7.0
21.0,7.4
19.400000000000002,7.6000000000000005
19.200000000000003,7.6000000000000005
13.4,6.4
0.0,2.8000000000000003
0.0,0.2
7.2,0.2
35.6,0.4
37.0,0.6000000000000001
